job_title,location,company,reviews,ratings,date,sponsoredby,summary,job_link
Intern - Machine Learning,"Bengaluru, Karnataka",Merck KGaA,3661,4.1,4 days ago,,"Knowledge in data science fundamentals, machine learning is required.
As an Analytics Intern, you will perform Research and implement Analytics through python…",https://www.indeed.co.in/rc/clk?jk=d3610c0997fe9ab7&fccid=c38b7d5e0419a6a7&vjs=3
Data Scientist,"Bengaluru, Karnataka",KhataBook,0,0.0,30+ days ago,,"2-5 years of experience in Data analysis related profile.
Leverage data to perform intensive analysis across all products.
On your typical day you’ll.",https://www.indeed.co.in/rc/clk?jk=e77760ab2dd5722c&fccid=ebdc6302e06a6368&vjs=3
DATA SCIENTIST FOR EdGE GRAPH,"Bengaluru, Karnataka",Edge Networks ATS,0,0.0,15 days ago,,"Data Scientist will be building the knowledge graph.
The Data scientist will be working as a part of EdGEGraph team.
Design, Implement and Evaluate models.",https://www.indeed.co.in/rc/clk?jk=a724377f4a98dc8c&fccid=d985610d8e0c505e&vjs=3
Sr Data Scientist,"Bengaluru, Karnataka",GE Power,682,3.9,5 days ago,,"> Work with data engineers on data quality assessment, data cleansing and data analytics.
The Sr Data Scientist will be part of a data science or cross…",https://www.indeed.co.in/rc/clk?jk=589a866c896d8566&fccid=38e057261a434f79&vjs=3
Data Analyst,"Bengaluru, Karnataka",Fusionova Technologies Pte Ltd,0,0.0,12 days ago,,"Good knowledge of Statistics and a data driven approach.
We are helping our customers get better insights about their business through data analytics.",https://www.indeed.co.in/company/Fusionova-Technologies-Pte-Ltd/jobs/Data-Analyst-063dabe13a67d8d8?fccid=3e0fa237856652e7&vjs=3
Data Scientist,"Bengaluru, Karnataka",AI Rapid Solutions,0,0.0,5 months ago,,"Experience in storytelling with data.
Experience in building model using statistic techniques such as Time Series, Statistical Modeling, Predictive Analytics,…",https://www.indeed.co.in/rc/clk?jk=3e80b61cb6bc602d&fccid=178de3884d8f5e6e&vjs=3
Data Scientist,"Bengaluru, Karnataka",Fuzzy Logix,0,0.0,16 days ago,,Our in-database advanced analytics suite has redefined high-performance analytics on Big Data by enabling data scientists perform predictive analytics on large…,https://www.indeed.co.in/rc/clk?jk=534b779ae8cc3c93&fccid=f83d180dcaab5e59&vjs=3
Data Scientist,"Bengaluru, Karnataka",Samsung Electronics,6959,4.0,30+ days ago,,"[Establishing/operating data design] Design and operate structure that can maintain data integrity.
[Data modeling/assessment] Proceed with data model for…",https://www.indeed.co.in/rc/clk?jk=a18459f0f3fecff0&fccid=da3c7fed78dd1607&vjs=3
Data Scientist,"Bengaluru, Karnataka",Micro Focus,221,3.7,,,"Identifies data sources, collects, transforms, and prepares large amounts of data for analysis.
Monitors and continuously improves the data sources, usability,…",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0BduEgvIgdT7EDM_O2GxHkw7QoaouEWjxefAvaX3ZwZ9tYBt705y4bauJTLzCjE0X5oATM7HJjGh1xFOWpBmJH47jLXZ3omA0IIFZJ0wG4JiIAKpaxs1ZL356Uf1_hV6-qN3qj2rwZsUQao18YP_XkcTVLkoFuX0xegRQI0lWPNVHIOEoIo87ZfKzvw5JG8MRPd4J9K0eH2R2E7YgH5aci2YAMldJVU4rU6Tbyu-HA1zk8fiFxH5aapuynCsOfhGKdHcBhd8dQmHi-NFAUnyyf2ttxTxh7wQDCE2UjXHSij-JKkpkQx_EltnRrYBe7PPfH6lamsfLMl-Myl6kqWX4CRm7kJ6H-PupCbOGEIbRqL375Q7AVEeLerDvVBrU55OtKnU1z4wo-Z7e1KvD4JuTOD&p=11&fvj=0&vjs=3
Data Scientist,"Bengaluru, Karnataka",Johnson Controls,5694,3.8,30+ days ago,,"Strong in Data Mining and Statistical Analysis Techniques.
Staying current on published data mining, machine learning and modeling techniques and competing…",https://www.indeed.co.in/rc/clk?jk=3b12e003fbc333b4&fccid=dacddaa4d49537d8&vjs=3
Data Scientist,"Bengaluru, Karnataka",Magicbricks,3,3.7,5 months ago,,"We are looking for a Data Scientist with experience of 3-6 years that will help us discover the information hidden in vast amounts of data, and help us make…",https://www.indeed.co.in/rc/clk?jk=7e235afe8696416e&fccid=e56924e1c52c9e61&vjs=3
Data Analytics Internship,"Bengaluru, Karnataka",Yulu,0,0.0,3 days ago,,"Analyzing data and understanding potential patterns arising from them.
Taking metrics requirements and creating queries to display complex data in graphs 2.",https://www.indeed.co.in/rc/clk?jk=0e2f3a8103a01e21&fccid=4aee6d1963cc0957&vjs=3
DATA SCIENTIST,"Bengaluru, Karnataka",Britive,0,0.0,30+ days ago,,"You are a passionate Data Scientist who wants to drive business results with your data-based insights.
0 – 3 years of working experience in analytics, data…",https://www.indeed.co.in/rc/clk?jk=09a84e5ec25d8522&fccid=7602b4afed3df600&vjs=3
Data Scientist,"Bengaluru, Karnataka",Money View,0,0.0,10 months ago,,"Excellent knowledge of SQL, Data Modelling (Clustering, Regression).
Strong understanding of how to structure analyses to solve real-world business problems.",https://www.indeed.co.in/rc/clk?jk=df424c19284ee96f&fccid=53e7f3681df348db&vjs=3
Jr Data Scientist,"Bengaluru, Karnataka",Tookitaki Holding PTE LTD,0,0.0,30+ days ago,,"Experience in analyzing data in SQL, Excel or other analytic tools.
Research and collect business domain knowledge from regulatory bodies and other data sources…",https://www.indeed.co.in/rc/clk?jk=f91395d909274c2d&fccid=baa5a085a6dc8988&vjs=3
Data & Applied Scientist,"Bengaluru, Karnataka",Microsoft,6165,4.2,30+ days ago,,"Expertise in analyzing big data (structured and unstructured) using statistical and data modeling tools such as SQL, C#, Python, R as well as data visualization…",https://www.indeed.co.in/rc/clk?jk=195dee73f426a7c6&fccid=734cb5a01ee60f80&vjs=3
Data Analytics Internship,"Bengaluru, Karnataka",Deutsche Gesellschaft FÃ¼r International,0,0.0,2 days ago,,"Doing data extraction from selected literature & acquire expertise in the area of arbuscular mycorrhizal fungi ecology 3.
Have relevant skills and interests.",https://www.indeed.co.in/rc/clk?jk=4bc9c836196657d8&fccid=39a53091c8ec29fc&vjs=3
Data Scientist,"Bengaluru, Karnataka",Digital Workforce,0,0.0,28 days ago,,"We’re looking for Data Scientists to join our Central Analytics team.
Hands on experience in Python/Spark for data crunching, data visualization and machine.",https://www.indeed.co.in/company/Digital-work-force/jobs/Data-Scientist-6aa255b8c0de83d2?fccid=b962b622bd74f174&vjs=3
User & Business Monetization - Associate Data Scientist,"Bengaluru, Karnataka",Truecaller,0,0.0,5 months ago,,"We are looking for a data scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter.",https://www.indeed.co.in/rc/clk?jk=076909bf451b70b7&fccid=5bed0b5dcbf1bc17&vjs=3
Data Scientist,"Bengaluru, Karnataka",Applied Materials Inc.,790,4.0,,,"Working experience in end to end data science project life cycles from use case framing, data collection, data exploration, model building, deployment.",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0BKwMOZH4fgpIIWSrlpgS0tSkW3tfilVH9rzQFVfnBGL7OmaVYmNa78d3GOkpj_g9DU_3E83WXCJwggnBKg-BuXZl4CLsfdG03apqUyIXzX_r5mXM2WUjmdHm8eqLwRBORucacExa2QQZFo3GKQVGXZde_w-ggemA-0jkV4WqTjs2FfOWlAVAiX0u6-pfBCp9wqiOedJcNOevhT6kpvGkJAYApxh5a5OGp6uejnPp2zPlmp9cFsTaPcuIJFVACkedEIk42aQa5QKY3eoK6gvwR18nGP_EJjZxddBDJVqEl6wS-4DF6L96fBZIfnZrNk4aDn44LXE0u37WHkTNLKPyacMaPMnRAn71epeuiuT9vZtmkkAAT6RbQSKWfdY5JRnOWD9iapHyn9I8xmEvNOCfAXJxh2Y8Z0GNrNSRYldkYy9V9nsy9x5olq7H0vgh56ZDs=&p=10&fvj=0&vjs=3
Data Scientist,"Bengaluru, Karnataka",Micro Focus,221,3.7,,,"Identifies data sources, collects, transforms, and prepares large amounts of data for analysis.
Monitors and continuously improves the data sources, usability,…",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0BduEgvIgdT7EDM_O2GxHkw7QoaouEWjxefAvaX3ZwZ9tYBt705y4bauJTLzCjE0X5oATM7HJjGh1xFOWpBmJH47jLXZ3omA0IIFZJ0wG4JiIAKpaxs1ZL356Uf1_hV6-qN3qj2rwZsUQ_B0NZpeAPLBCiS1wGR0iPr9Vlmuym_GuUKmkTJr34gPYjQyrzMSnCKUyKWiCZcT07yjUn7UQsiB8JDMXZx9HRILxDR4I3Eg-gOK5lBaFvPQ943kQY5VCztDpkle4yndhw8D9vJwK_hqRalpeERayBg2F1O_Ml_SiC14MzLtO-vINwjFMbIBkofIv6EPDAiEyCHb2wvHimIg9Gw0yAqaDZ9AwMPPcecqm5Iw0TSVkrngDnsAI5kBu4vEs6aogZITEK1pTa707qf&p=11&fvj=0&vjs=3
Data Scientist,"Bengaluru, Karnataka",Applied Materials Inc.,790,4.0,,,"Working experience in end to end data science project life cycles from use case framing, data collection, data exploration, model building, deployment.",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0BKwMOZH4fgpIIWSrlpgS0tSkW3tfilVH9rzQFVfnBGL7OmaVYmNa78d3GOkpj_g9DU_3E83WXCJwggnBKg-BuXZl4CLsfdG03apqUyIXzX_r5mXM2WUjmdHm8eqLwRBORucacExa2QQfCR1COYs2OFesIMDqWvggolKgk1S197U0uhKy57oEahOdiRAt9zvy3nIYsq2Jnaoz5ays3AIFjCzvdJCUy9l1IPsFB5A93CHfclhFJAhpLze22YvM17qjOpKJrY3np_bfQiiukIxs7qLlZIPW4Jt4IjzgNaU3b8FORnfwi_WC3-IzZHz4Joq0sApC2wwmkvTWx5bmOxtgBRQ6BanB_4gO2bEmirp87V4k-gt836SoX7TeNTyab7Lb1Cm0QLGfZeHI54Ynnatbn7KAZtEMDkjYRO49SBeMeCeN3_3moJm-Xn3gvW_yy_qLo=&p=0&fvj=0&vjs=3
Data Scientist,"Bengaluru, Karnataka",Pattem Digital,0,0.0,8 months ago,,"Manage a team of data scientists, machine learning engineers, and big data specialists.
Proven experience as a Data Scientist or similar role.",https://www.indeed.co.in/rc/clk?jk=74f9419c578efc6c&fccid=381fcd542d1b757e&vjs=3
Data Scientist,"Bengaluru, Karnataka",Apptio,0,0.0,12 days ago,,Apptio is looking for Data Scientists with deep understanding of Big Data and Advanced Analytics and will conduct detailed analysis of data to identify trends…,https://www.indeed.co.in/rc/clk?jk=bc8bf55aa7529355&fccid=764656ed7df30a1d&vjs=3
Data Scientist,"Bengaluru, Karnataka",pinch,0,0.0,9 months ago,,"Require Data Scientist with proven knowledge & applied skill sets in handling large sets of data.
Exp in research is an icing on the cake.",https://www.indeed.co.in/rc/clk?jk=b1aea48aeabfcd13&fccid=803022c913f8ec4c&vjs=3
Senior Data Scientist,"Bengaluru, Karnataka",GlassCube,0,0.0,30+ days ago,,"Senior Data Scientists for immediate placement.
In-depth data science, machine learning and analytical knowledge to let data tell stories.",https://www.indeed.co.in/company/GlassCube/jobs/Senior-Data-Scientist-c36dceb6f947efcc?fccid=3713b3a6081b120d&vjs=3
Data Scientist,"Bengaluru, Karnataka",Big Data BizViz (BizViz Technologies Pvt. Ltd),0,0.0,9 months ago,,"Engage in data mining, algorithm development, statistical analysis, regression, and machine-learning initiatives.
PhD or MSC in a quantitative discipline:",https://www.indeed.co.in/rc/clk?jk=864a63a3b8bf83be&fccid=31f5e6322510822c&vjs=3
Data Scientist,"Bengaluru, Karnataka",Miles,0,0.0,10 days ago,,"Experience with messy real-world data -- handling missing/incomplete/inaccurate data.
Miles is looking to expand its data science and data engineering team in…",https://www.indeed.co.in/rc/clk?jk=18297be660b0da25&fccid=3782268a3b9eb6cb&vjs=3
Data scientist,"Bengaluru, Karnataka",Quantzig,0,0.0,30+ days ago,,"You should be creative and passionately curious about exploring data to deliver impactful business insights.
Experience in delivery and client facing roles from…",https://www.indeed.co.in/rc/clk?jk=6f8701cedbde80cf&fccid=e7b132638234b92c&vjs=3
Data Scientist,"Bengaluru, Karnataka",Acko General Insurance Limited,0,0.0,30+ days ago,,"—Collaborate with peers, engineers, data scientists and product teams.
—Ability to merge different data sources covering both structured and unstructured…",https://www.indeed.co.in/rc/clk?jk=7e75032f7dda1edb&fccid=1578571ed1bc044d&vjs=3
Data Scientist,"Bengaluru, Karnataka",Fractal Analytics,27,3.8,30+ days ago,,"As a data scientist, you will be involved in migrating a scaled solution on Azure server.
If you are a data scientist with a curiosity for exploring ML…",https://www.indeed.co.in/rc/clk?jk=64a8e71952ab799b&fccid=82a5852c691fe3de&vjs=3
Data Scientist,"Bengaluru, Karnataka",Aptus Data LAbs,0,0.0,11 months ago,," Analysis of Spatial Data.
2-10 years of experience in data science.
Of the Data Analytics Platform Environment like Rapid Miner, Python,.",https://www.indeed.co.in/rc/clk?jk=5f551188d86132a3&fccid=ffbc3686aa18ec66&vjs=3
Data Scientist,"Bengaluru, Karnataka",Micro Focus,221,3.7,,,"Identifies data sources, collects, transforms, and prepares large amounts of data for analysis.
Monitors and continuously improves the data sources, usability,…",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0BduEgvIgdT7EDM_O2GxHkw7QoaouEWjxefAvaX3ZwZ9tYBt705y4bauJTLzCjE0X5oATM7HJjGh1xFOWpBmJH47jLXZ3omA0IIFZJ0wG4JiIAKpaxs1ZL356Uf1_hV6-qN3qj2rwZsUQTzPK50za69o0yHeg6Gs7ceZN-AKbn0iu-k2Z4RDdGEk92OTQKJ89DK8Iz8n2GI9Ei7JbrdEcj5i_2eSukmfInxzfGlJufKS1C1v4BK2NCz8LXcxl05O5gGx1ZawK0_1EyZ4j4PVvFd4vejtLQVFdvoemtDzazzH-1Da7ztl1vupj7jXdmU2SsyPYAa9tOJWDrzcdMYsuyDGiy2hOY2HU0YuZvMUxy3f52hz1KXkez4G6NuyMcbXj2NNOythbSazkG0kha0XmQu&p=11&fvj=0&vjs=3
Data Scientist,"Bengaluru, Karnataka",Applied Materials Inc.,790,4.0,,,"Working experience in end to end data science project life cycles from use case framing, data collection, data exploration, model building, deployment.",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0BKwMOZH4fgpIIWSrlpgS0tSkW3tfilVH9rzQFVfnBGL7OmaVYmNa78d3GOkpj_g9DU_3E83WXCJwggnBKg-BuXZl4CLsfdG03apqUyIXzX_r5mXM2WUjmdHm8eqLwRBORucacExa2QQfCR1COYs2OFsVtYDzUcgb3CB008s-T-CWqndo6kijwC5uIdgNPT7Z2kBxM_QApXpHIMhpI8f3K_1M-E2C3PtBluIfvbfGSzg26Ly3OmSyIPr8XPGTlsgUmMzNGgVnh4kV3ogLBmJcWUFQaaCPA1WOLXw_OVCn5WR_4BKYQ1R6MjXwBh_fhlm0Gh7o4XqLNEl-Vh5DudtTpxHvv6tyuMqRgKgeInHAu1g08JLfuZ6nuzcZth6YB0FrMWOICLrUmuOHL0zrr9_nNEXyZ7-pszDR3BFWEghU61Tk2_1Dypo7azpYd6wBEUXk4=&p=0&fvj=0&vjs=3
Data Analyst,"Bengaluru, Karnataka",Increasingly Technologies,0,0.0,5 days ago,,"Increasingly is an award-winning, fast-growing retail technology company focused specifically on the automation of cross-selling for online retailers.",https://www.indeed.co.in/company/Increasingly/jobs/Data-Analyst-c08286990886a33a?fccid=455e023f7b13fe68&vjs=3
Data scientist,"Bengaluru, Karnataka",Quantzig,0,0.0,30+ days ago,,"You should be creative and passionately curious about exploring data to deliver impactful business insights.
Experience in delivery and client facing roles from…",https://www.indeed.co.in/rc/clk?jk=6f8701cedbde80cf&fccid=e7b132638234b92c&vjs=3
Data Scientist,"Bengaluru, Karnataka",Dozee,0,0.0,30+ days ago,,"Data Analysis, Initial model developments and Visualization.
Experience with time series data is a plus.
Deep Learning - RNN, CNN (1D, 2D).",https://www.indeed.co.in/rc/clk?jk=f80993b44d3b382d&fccid=496c98bc59af3d39&vjs=3
Data Scientist,"Bengaluru, Karnataka",HP,12059,4.0,28 days ago,,"Interdisciplinary skills in Big Data Technologies, ETL, statistics and causal inference is desirable.
PhD degree in Machine Learning / Data Science / Statistics…",https://www.indeed.co.in/rc/clk?jk=d6c0e56474208b9e&fccid=1b866506aec22461&vjs=3
Data Scientist,"Bengaluru, Karnataka",3d-ip semiconductors,0,0.0,6 months ago,,"We are hiring data scientist with 1-4 years’ experience for Bangalore location.
Familiarity with Machine learning, RESTful Services, AWS/EC2/ELB/S3/DynamoDB,…",https://www.indeed.co.in/rc/clk?jk=f9d16f1937d1b76c&fccid=e0f362c21672ac84&vjs=3
Data Scientist,"Bengaluru, Karnataka",Zinier,0,0.0,4 months ago,,"The data scientist will be responsible for design and development of.
Data transform, and analytics tasks.
We are looking for a Data.",https://www.indeed.co.in/rc/clk?jk=d8458337895b52e6&fccid=c72ed8e6ea41ebc8&vjs=3
Data Analyst,"Bengaluru, Karnataka",LifeSight,0,0.0,22 hours ago,,"Work closely with the product, engineering and data science teams to understand our data assets.
Research alternative data sources and evaluate if they can be…",https://www.indeed.co.in/rc/clk?jk=bf6199268c4d5882&fccid=d446b6a91e957786&vjs=3
Data Scientist,"Bengaluru, Karnataka",BDB,0,0.0,30 days ago,,"Engage in data mining, algorithm development, statistical analysis, regression, and machine-learning initiatives.
PhD or MSC in a quantitative discipline:",https://www.indeed.co.in/rc/clk?jk=fabaac61d852540b&fccid=1a6c6fd90b31491e&vjs=3
DATA SCIENTIST,"Bengaluru, Karnataka",Edge Networks ATS,0,0.0,11 months ago,,"As Data Scientist, you will work with a team, and own the delivery of product feature.
Using ETL techniques on raw data to cleanse data sets for advanced…",https://www.indeed.co.in/rc/clk?jk=f9a729e12854f5ac&fccid=d985610d8e0c505e&vjs=3
User & Business Monetization - Associate Data Scientist,"Bengaluru, Karnataka",True Caller,0,0.0,5 months ago,,"We are looking for a data scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter.",https://www.indeed.co.in/rc/clk?jk=b1be7f91130fb311&fccid=7890b0eed501ffc3&vjs=3
Data Scientist,"Bengaluru, Karnataka",Micro Focus,221,3.7,,,"Identifies data sources, collects, transforms, and prepares large amounts of data for analysis.
Monitors and continuously improves the data sources, usability,…",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0BduEgvIgdT7EDM_O2GxHkw7QoaouEWjxefAvaX3ZwZ9tYBt705y4bauJTLzCjE0X5oATM7HJjGh1xFOWpBmJH47jLXZ3omA0IIFZJ0wG4JiIAKpaxs1ZL356Uf1_hV6-qN3qj2rwZsUQTzPK50za69jTe8Zfq8wsAJVJ7B7J3jLs1Uv9Ab47-kuM4QCa5nKiAR473WME7tA-UuBLeqWD5iM46G5pktUNhCG45xJeYNSZ2KzMImb_IggCzUgFw0uKFenjbdNrdBIWTygWQjS5kkNROopO3-6JCqd1X6XxjSbx9qKANo2D4JXw1Isv7I6xsf_I-5BbW9HIzXoGsV8iezD_myW5HL7VjWImGzmgbLoDbnD1iyiwqrYEvcpZ8XBRO4AT2q4TVw22SvDLEN9LyG&p=11&fvj=0&vjs=3
Data Scientist,"Bengaluru, Karnataka",Micro Focus,221,3.7,,,"Identifies data sources, collects, transforms, and prepares large amounts of data for analysis.
Monitors and continuously improves the data sources, usability,…",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0BduEgvIgdT7EDM_O2GxHkw7QoaouEWjxefAvaX3ZwZ9tYBt705y4bauJTLzCjE0X5oATM7HJjGh1xFOWpBmJH47jLXZ3omA0IIFZJ0wG4JiIAKpaxs1ZL356Uf1_hV6-qN3qj2rwZsUSO4mqrTOcmOMwLY3kI1AGTac_LDT1LErPpufwwKe6GX2nD1P_K9VPSRZOglxRd38DMPSIOJRFnAPFPnHabuNgyAtJScjcJu593XLPL-PObRaMupP7h2ZKEHga9ASdCwePYQXHrLxehew6yq3xErjxINhnfDBofsOOW6AGpWgu4iOklTRazvaKHTVQkRUmAUEpFu7Cl0bE960cHurzmNZSGMo21as3ct9hVIZq0bHA4AVgdjm19v1Cf9KLR9wZfFpNQl4H7hsZhU&p=0&fvj=0&vjs=3
